,business_id,name,city,categories,review_id,user_id,stars
934689,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,Fxaw8gEejumMMP2ZuCOkCg,4UQfst9jve4GCSfWpWn2uA,5
934690,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,QQvbNltHfEN3wgYTKMCsKA,1-dmQknIfIwZ6rmXk5r0pA,5
934694,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,BStchLSimW-i-L7nwpzX0w,hpOJQWalhWC8Lp2tETE1dw,4
934696,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,Y-YmPYO9M-BR9X0_rZdrLQ,eBVFtdxqTGdogezZ98HUsQ,4
934698,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,Z8N7gdUcPC3i72sdliB1dQ,9y8q3wSNJKkk3zDj67w1WA,4
934699,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,FmxnzmvZxyMyF6Q2Afv_Tw,utRlrauZEOF_2kASsIoJ7A,5
934701,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,mUv6O916r0CI0KzRav61nQ,rl4hqDnywPJDCK4wfbXMzg,4
934702,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,xhv0FhGbQ3CPAMk3oY7JGA,fKi8ZF3xpJJkgSusRubeMA,3
934703,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,BK8b8FIHG-mXEfF1_RcZ0Q,AnXbqBBa4tZ21RbPWpKoqg,4
934704,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,80o6RaRmkI4qLM_NR8FZ5g,U55y_61paae1f6r6vgITJw,4
934706,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,Cfo429h0GVCDwPt1ClpbcQ,txzOZrHK9EVY0kYjSuXkKg,3
934707,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,9N66yhatZ6VmzjOoAkiquA,lh1QIr8Bp8WOI1ws1tPZWA,4
934708,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Edinburgh,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,8KZiNG0pKD4MA09vx8iLrA,tQuEVOwokhp63Xl6wEvmqg,4
939451,WQbEmuiyz0csFGPo-5eBJg,"""Glass and Thompson""",Edinburgh,Restaurants;Delis;Food;Coffee & Tea;Delicatessen,2R9df7FHaOXQDlTsu-ntIw,SXTh-cBuiwUAaaI4hw-bcA,5
939453,WQbEmuiyz0csFGPo-5eBJg,"""Glass and Thompson""",Edinburgh,Restaurants;Delis;Food;Coffee & Tea;Delicatessen,EXzubhuJRa9DF6UtxgwqNA,5Mujjzv-ZH6HhxT-hWCpVg,4
939454,WQbEmuiyz0csFGPo-5eBJg,"""Glass and Thompson""",Edinburgh,Restaurants;Delis;Food;Coffee & Tea;Delicatessen,uR_lPV4avi5dKLPT0lJmQA,Cy1PV2TdYeDFA16mUOlr3Q,4
941299,JQNBYtMRJdItGH-K_X1YPg,"""Rudi's Sandwich Shop""",Edinburgh,Sandwiches;Restaurants,g0ZLQaNPrmmAsMKYTP1CXQ,E7UTVunQLtiTnGYBlUQFDg,5
941300,JQNBYtMRJdItGH-K_X1YPg,"""Rudi's Sandwich Shop""",Edinburgh,Sandwiches;Restaurants,SfCAo5TsK0GMJIfM3DU0mw,mJM9uvrQ0q1nrSn1xRbHQQ,4
941301,JQNBYtMRJdItGH-K_X1YPg,"""Rudi's Sandwich Shop""",Edinburgh,Sandwiches;Restaurants,EvcFiiuTdSG5CR7D01ebow,nB0G7GRthPlFljphIs43mg,5
952454,_ktENpyAriCyBBrQaZIG7w,"""The Pompadour by Galvin""",Edinburgh,Scottish;Restaurants;French,Q4eaB5c7x7wfJX8LkLaCWQ,yuFHrb8YQtVuzu0eEXvJtA,4
952455,_ktENpyAriCyBBrQaZIG7w,"""The Pompadour by Galvin""",Edinburgh,Scottish;Restaurants;French,cBLMU30HUyAV-bpdkg2iAg,J6E6NSpJqMBib9ydbchicg,4
952457,_ktENpyAriCyBBrQaZIG7w,"""The Pompadour by Galvin""",Edinburgh,Scottish;Restaurants;French,NMy2Ne8CUZvog-1jPo--8A,j9AYnOtFC90VpDFbma8Q3A,5
952458,_ktENpyAriCyBBrQaZIG7w,"""The Pompadour by Galvin""",Edinburgh,Scottish;Restaurants;French,VFsY3hrHraf6_DtqPAsXZg,l_n89Nfn1BSJENwHy9nt-A,5
952461,_ktENpyAriCyBBrQaZIG7w,"""The Pompadour by Galvin""",Edinburgh,Scottish;Restaurants;French,WmiShJ9f9Q0f8_qeH8qaKQ,fKi8ZF3xpJJkgSusRubeMA,4
955609,t_COIFO2ZdAxQyhObR0ZwA,"""The Marshmallow Lady""",Edinburgh,Food;Cafes;Restaurants;Juice Bars & Smoothies,1Lvc9ugvssJrxSLLn7uhkQ,bcxcQhp0sKYd9eUnEVUzPA,5
955612,t_COIFO2ZdAxQyhObR0ZwA,"""The Marshmallow Lady""",Edinburgh,Food;Cafes;Restaurants;Juice Bars & Smoothies,nvbAIQcsockuMq3hgB8JEg,8rI2CoS4ltQePbZceSOgow,5
955613,t_COIFO2ZdAxQyhObR0ZwA,"""The Marshmallow Lady""",Edinburgh,Food;Cafes;Restaurants;Juice Bars & Smoothies,qNDH0b18MNHU_F-oKTDvjg,H5TEwR-OD0XxILGNaewohA,4
955615,t_COIFO2ZdAxQyhObR0ZwA,"""The Marshmallow Lady""",Edinburgh,Food;Cafes;Restaurants;Juice Bars & Smoothies,cuBDn2BucnTUKnFVj0ziUw,ZslMmrn4z4BMPRRDoaBtgA,4
955616,t_COIFO2ZdAxQyhObR0ZwA,"""The Marshmallow Lady""",Edinburgh,Food;Cafes;Restaurants;Juice Bars & Smoothies,qEC_zQ-C8d252t1ZLvcAQQ,AnXbqBBa4tZ21RbPWpKoqg,4
960850,HS-ySrlsffvRL3dovrZACQ,"""Nor Loch Bar""",Edinburgh,Nightlife;Bars;Restaurants;Pubs;British,0kZ7WE4835EGDdSieWSr-Q,5iRCT4uAsyP1UoEUoxbylA,3
960852,HS-ySrlsffvRL3dovrZACQ,"""Nor Loch Bar""",Edinburgh,Nightlife;Bars;Restaurants;Pubs;British,Hdm-Mva6sKgUFAAl4eDncw,iEhhS5Peocz-hl2MjNbdGg,3
960853,HS-ySrlsffvRL3dovrZACQ,"""Nor Loch Bar""",Edinburgh,Nightlife;Bars;Restaurants;Pubs;British,XuTQ_ulX8Yzu-jJrPivS6w,SxV1Jq7UANuSYpn42JXvOA,3
960854,HS-ySrlsffvRL3dovrZACQ,"""Nor Loch Bar""",Edinburgh,Nightlife;Bars;Restaurants;Pubs;British,odPzSMtT5cSgHYnIuoKZLQ,4UQfst9jve4GCSfWpWn2uA,2
960855,HS-ySrlsffvRL3dovrZACQ,"""Nor Loch Bar""",Edinburgh,Nightlife;Bars;Restaurants;Pubs;British,nmJfazUImB3ym-GYOBWtkQ,Cy1PV2TdYeDFA16mUOlr3Q,3
960856,HS-ySrlsffvRL3dovrZACQ,"""Nor Loch Bar""",Edinburgh,Nightlife;Bars;Restaurants;Pubs;British,Q7E8YMZ6xA50pGCgniw5Mg,1cGu1Ml-NXDOT1kqvdG8sg,2
960857,HS-ySrlsffvRL3dovrZACQ,"""Nor Loch Bar""",Edinburgh,Nightlife;Bars;Restaurants;Pubs;British,btBnENayTiDd6CM1FkrD3A,xXQTdJXPGOP-NUYctcQw8g,3
960858,HS-ySrlsffvRL3dovrZACQ,"""Nor Loch Bar""",Edinburgh,Nightlife;Bars;Restaurants;Pubs;British,TAlaKrCtFrSnDzKvNXVTIQ,U6ZW22QFOIgkuV53emzIbQ,3
960859,HS-ySrlsffvRL3dovrZACQ,"""Nor Loch Bar""",Edinburgh,Nightlife;Bars;Restaurants;Pubs;British,uSoRqkq7xgO_Ut0uovR83g,X2uF3C3YBD24xcgKA104Sw,2
962102,6gWulDUOrdrWLBmrLxgrJg,"""Mr Nick's Greek Kitchen""",Edinburgh,Restaurants;Greek,fk8fEPspRgon5tjiLTZEnw,VPZ0UYhVW2ZkdT-mMQ4KLQ,5
962103,6gWulDUOrdrWLBmrLxgrJg,"""Mr Nick's Greek Kitchen""",Edinburgh,Restaurants;Greek,-A8-tsjTIJMGrl2zfN-4Pw,BhYROfCjIJsKUk22_IVHig,3
962105,6gWulDUOrdrWLBmrLxgrJg,"""Mr Nick's Greek Kitchen""",Edinburgh,Restaurants;Greek,j70sBTAyXaDzsrH6DlIxDA,hbRDTyoHgeqUC-NLVlXR_w,3
962106,6gWulDUOrdrWLBmrLxgrJg,"""Mr Nick's Greek Kitchen""",Edinburgh,Restaurants;Greek,0fE1VA5Pi54aVWNHEODgQw,NeYPCyHw0Tp67N1ebDCnjw,3
962107,6gWulDUOrdrWLBmrLxgrJg,"""Mr Nick's Greek Kitchen""",Edinburgh,Restaurants;Greek,QsCOP-q_kYTSTYHfhv-TZA,PbgqvUdjTRh-HoJUqRvlmg,5
962109,6gWulDUOrdrWLBmrLxgrJg,"""Mr Nick's Greek Kitchen""",Edinburgh,Restaurants;Greek,mokma9BI6gPAbgynNqZq6Q,-ZM78Lp6guNOiE6yJNAJHw,4
962110,6gWulDUOrdrWLBmrLxgrJg,"""Mr Nick's Greek Kitchen""",Edinburgh,Restaurants;Greek,7s81cXQxCGlPVDEpZm6zkA,9y8q3wSNJKkk3zDj67w1WA,4
963898,BKkEMsA1MsRyDge8uwqQqQ,"""Yours Truly Restaurants""",Medina,Restaurants;American (Traditional),epZj4p7fqdzh3AeCe9FsLA,vrC1d_ClcnkMqcZ7Tzsqmg,5
963902,BKkEMsA1MsRyDge8uwqQqQ,"""Yours Truly Restaurants""",Medina,Restaurants;American (Traditional),s4w3lUExbgPPQmsouiqknQ,xzFwCeHtPczly7G8BRx9Qg,4
969467,e1wHSNTNt3YgGAtfBfss6w,"""Cafe Truva""",Edinburgh,Restaurants;Coffee & Tea;Mediterranean;Turkish;Food,reKPvBqeDzcZlex1CFzKGg,CqkdpG2tkCPQA69umlAHsA,5
969470,e1wHSNTNt3YgGAtfBfss6w,"""Cafe Truva""",Edinburgh,Restaurants;Coffee & Tea;Mediterranean;Turkish;Food,frsmIHrq6XwL26NSARC2-Q,cqecqnFK2eu88VtKJLHpiA,4
969478,e1wHSNTNt3YgGAtfBfss6w,"""Cafe Truva""",Edinburgh,Restaurants;Coffee & Tea;Mediterranean;Turkish;Food,61ru81OLpbZzW-pmI2nZTA,BpKuNkYgAuisCNZlSzfUAQ,3
969479,e1wHSNTNt3YgGAtfBfss6w,"""Cafe Truva""",Edinburgh,Restaurants;Coffee & Tea;Mediterranean;Turkish;Food,yMZwVCm1Fzviccj0ViFfOA,PEN-Ttdt8r2MEk6Q5CnYbw,4
969480,e1wHSNTNt3YgGAtfBfss6w,"""Cafe Truva""",Edinburgh,Restaurants;Coffee & Tea;Mediterranean;Turkish;Food,Q-ygk383vi2kAYoRP2RvCg,1cGu1Ml-NXDOT1kqvdG8sg,3
969483,e1wHSNTNt3YgGAtfBfss6w,"""Cafe Truva""",Edinburgh,Restaurants;Coffee & Tea;Mediterranean;Turkish;Food,IF2eCL9qM8dUe-HkoqCSsw,AnXbqBBa4tZ21RbPWpKoqg,3
969484,e1wHSNTNt3YgGAtfBfss6w,"""Cafe Truva""",Edinburgh,Restaurants;Coffee & Tea;Mediterranean;Turkish;Food,7oLPbQe-nCM-2TSoqx0kKg,X2uF3C3YBD24xcgKA104Sw,3
979596,r6Y6u1Jdv-YUZpLgDVfTEg,"""Café Fish""",Edinburgh,Restaurants;Seafood,RmnFTRvg_2v5i-ggVORcmg,y0mXSJKOi_1y3ZQyXnFGFg,3
979599,r6Y6u1Jdv-YUZpLgDVfTEg,"""Café Fish""",Edinburgh,Restaurants;Seafood,xZvpKgIEfEqYaTkWEfhNmQ,LURC3E0DoXYgN9aYTF3XOg,5
979600,r6Y6u1Jdv-YUZpLgDVfTEg,"""Café Fish""",Edinburgh,Restaurants;Seafood,DoxA-GPp94QBTXHMOqXJRg,txzOZrHK9EVY0kYjSuXkKg,4
980581,73oPWjPg6BgEuUJQMirV4A,"""Hadrian's Brasserie""",Edinburgh,British;Restaurants,wMxOvzqiznYwEkndxUbfew,bJ5CG5cBguo09dqLFTyHjw,4
980583,73oPWjPg6BgEuUJQMirV4A,"""Hadrian's Brasserie""",Edinburgh,British;Restaurants,AfnyEzAWm_bEd91Es1YqeA,IY8cvV2SQuhJjKhRW68tFw,4
980586,73oPWjPg6BgEuUJQMirV4A,"""Hadrian's Brasserie""",Edinburgh,British;Restaurants,mQo1oHAUlolplIpZt-WKTQ,j9AYnOtFC90VpDFbma8Q3A,4
980588,73oPWjPg6BgEuUJQMirV4A,"""Hadrian's Brasserie""",Edinburgh,British;Restaurants,0JYgZvc4AgsyLuVE7coE2w,Cy1PV2TdYeDFA16mUOlr3Q,4
980591,73oPWjPg6BgEuUJQMirV4A,"""Hadrian's Brasserie""",Edinburgh,British;Restaurants,vJqzMQwUArYus_PxbAp26g,oEshN5oq98_g23MvEnRc5A,4
980592,73oPWjPg6BgEuUJQMirV4A,"""Hadrian's Brasserie""",Edinburgh,British;Restaurants,g6C9gaI0PXGBYyat8vHQxg,LURC3E0DoXYgN9aYTF3XOg,4
980813,hP-OZ5NjUNePo8FMkODfZQ,"""Grassmarket Community Project""",Edinburgh,Community Service/Non-Profit;Local Services;Restaurants;Local Flavor;Cafes,T0JvAk9BxUERsT6rQdchrQ,RMOJLdLHdFai_ksWCMDOoA,4
980814,hP-OZ5NjUNePo8FMkODfZQ,"""Grassmarket Community Project""",Edinburgh,Community Service/Non-Profit;Local Services;Restaurants;Local Flavor;Cafes,66ImFvBqF4wuFNzZxz8eOw,vvQhikDPjAzHfSLVgnFkPQ,4
983796,iqohprkBeSAWw5ZQw9DO9A,"""The Joyleaf Bistro""",Edinburgh,Restaurants;Breakfast & Brunch;Food;Coffee & Tea,OHB4OxN33X1CGBV3Z2ccpg,4UQfst9jve4GCSfWpWn2uA,4
983797,iqohprkBeSAWw5ZQw9DO9A,"""The Joyleaf Bistro""",Edinburgh,Restaurants;Breakfast & Brunch;Food;Coffee & Tea,k9TCl4YbkXwrSvy_8Jt_-Q,LURC3E0DoXYgN9aYTF3XOg,4
985853,CKEX5rifnuo4JWe5L9ltsg,"""The Shanaz""",Edinburgh,Fast Food;Restaurants;Indian,6Rb2b157PlJKvQgziIPCJA,yfXqZkU5iXE07GSHzdsQBA,4
992161,LoyBOVYO5kYkse53h-B6mQ,"""Water of Leith Bistro""",Edinburgh,Restaurants;French,KHwHG0opUAnW4EmryAGYdw,VRVCKQhYDCkzaEDce8GEtQ,3
992162,LoyBOVYO5kYkse53h-B6mQ,"""Water of Leith Bistro""",Edinburgh,Restaurants;French,TsDfUt8oY2TA85dFnhu8fQ,NeYPCyHw0Tp67N1ebDCnjw,5
992163,LoyBOVYO5kYkse53h-B6mQ,"""Water of Leith Bistro""",Edinburgh,Restaurants;French,ehHJ6BCo6TqNc_VaI_p_-A,q0X_CFlX52ll4kmOcTx_UA,4
992164,LoyBOVYO5kYkse53h-B6mQ,"""Water of Leith Bistro""",Edinburgh,Restaurants;French,JOAB42PkyIu0A7J9InVWqA,txzOZrHK9EVY0kYjSuXkKg,3
992166,LoyBOVYO5kYkse53h-B6mQ,"""Water of Leith Bistro""",Edinburgh,Restaurants;French,FmyFa-MEJxhgrwpJEkrfhQ,CD-cuKfj2wybw2DDQbp5Wg,5
992250,EktALNXpjRIpaiR-cUJ-_g,"""Antojito Cantina""",Edinburgh,Restaurants;Mexican,hOboxFutiBFxlLNlZ5CJ4g,BhYROfCjIJsKUk22_IVHig,1
992251,EktALNXpjRIpaiR-cUJ-_g,"""Antojito Cantina""",Edinburgh,Restaurants;Mexican,QfToyKjQ_-dR8okrkbF3og,utRlrauZEOF_2kASsIoJ7A,5
992252,EktALNXpjRIpaiR-cUJ-_g,"""Antojito Cantina""",Edinburgh,Restaurants;Mexican,RR8d4P5Stgk_9yCADm1Gmg,R9UNH0rb3a_glQlk4ylKCw,4
992365,yDbT5Tks4oLOwVhGUcOD8g,"""Lazeez Tandoori""",Edinburgh,Fast Food;Halal;Restaurants,0vNVxElMIYq-pIqRbDeRUg,VkOrDn_QYoq0x5E1OuqarA,5
992369,yDbT5Tks4oLOwVhGUcOD8g,"""Lazeez Tandoori""",Edinburgh,Fast Food;Halal;Restaurants,qZwrGA6Ehyt4RVf9pW5HFw,yfXqZkU5iXE07GSHzdsQBA,5
992674,Ud6M1VKg9tkAnsznVBAKgw,"""Dean Gallery Café""",Edinburgh,Sandwiches;Food;Desserts;Restaurants;Cafes;Coffee & Tea,t78RtDZOF5E8i_WpmsOcRw,KVzcPnrigbaQbfKhVBmp0w,5
992675,Ud6M1VKg9tkAnsznVBAKgw,"""Dean Gallery Café""",Edinburgh,Sandwiches;Food;Desserts;Restaurants;Cafes;Coffee & Tea,X9YROo-VTF8-JbYfS1r08w,pw1Ss8M2_uiFfH4xDyKjtA,5
992676,Ud6M1VKg9tkAnsznVBAKgw,"""Dean Gallery Café""",Edinburgh,Sandwiches;Food;Desserts;Restaurants;Cafes;Coffee & Tea,Ld3-6AiyOG2kgAgRWv5lWQ,Ga9DnmdmhE0Zzs_jRtmrfA,4
992677,Ud6M1VKg9tkAnsznVBAKgw,"""Dean Gallery Café""",Edinburgh,Sandwiches;Food;Desserts;Restaurants;Cafes;Coffee & Tea,JxEO9nBNy9Y946IIlyBfEg,utRlrauZEOF_2kASsIoJ7A,4
992678,Ud6M1VKg9tkAnsznVBAKgw,"""Dean Gallery Café""",Edinburgh,Sandwiches;Food;Desserts;Restaurants;Cafes;Coffee & Tea,ml1Fzfg5N9K6-16BOCLY6w,3LW_w3POTvwjl0gY-rHmmw,4
1001982,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,6KOlsBs1L86H_xgTnsUkvg,KPY6FvT6h-r0W0HAC1Buag,4
1001984,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,8gZr1LkkDhiuI0-nzch8_Q,kcmnNN6PhjwDoyZ6SFVuTQ,4
1001985,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,Dp0ze7ctkyuCdxCBSfjkuA,GnFsut1uTm5CXxmCLve5gA,2
1001986,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,kD3VeKt5GqPj9pP1-MSPHA,IY8cvV2SQuhJjKhRW68tFw,4
1001987,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,QeHopL8rVDfFes1TqxLLTQ,Z_xbO-Iaxbx-ZRPhLJK-Ew,4
1001992,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,ytFjrg61dZj2svSb3Nm7qQ,s85sNAMlsrI0xCRvfj7Jrw,4
1001994,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,xPeG7TL-dEXUkZO8vBmQFw,WW3uGfrqB4tTDlQMKCiDbA,3
1001995,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,36-2WruLbRog6-oa_UTCxg,YZtT78f32jBlkpZRBQ_Hig,4
1001999,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,frgktN1x42rq8bohqJMseA,SxV1Jq7UANuSYpn42JXvOA,4
1002000,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,5yBqReTc7jXrpP0LW95seQ,j9AYnOtFC90VpDFbma8Q3A,4
1002001,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,cSEyjNvNdZhJRNqWqQAnLA,S2islVfwCgNg3zfzxqty5g,4
1002002,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,bWTPvVTwlSnYeNtVmIyOZQ,ixBoXpBL1JmKmcP1F2fTHA,4
1002003,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,chxcLHQZV_JZYBg6xmzjmQ,g74l-c4UXDKTwHuScrO3sg,5
1002004,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,r3ER0k3efedjO-4kTP8h8Q,4UQfst9jve4GCSfWpWn2uA,3
1002005,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,ZnFgD1tVdwQHeRkBJ0xyww,QFQGMnOEoqii9ttB9t-RXg,4
1002006,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,h-95V3xRmusqwbArApJLYA,1-dmQknIfIwZ6rmXk5r0pA,4
1002007,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,cdKcPF3_WPgTZAmqBuTtkQ,fcMTpwfLS9F5DWTqlp8ktQ,4
1002008,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,8EwBp6btPoM8N56bUyOAXw,BpKuNkYgAuisCNZlSzfUAQ,5
1002009,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,ajb6KV2L3Y9oDC_JXMgaLg,Cy1PV2TdYeDFA16mUOlr3Q,5
1002011,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,CPsNcV0CiN9c9BJBuqC84A,NIwD0clhd0rAgCOOUeLoFQ,4
1002012,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,aYtLqbdES7nv-8DedLMbww,yfXqZkU5iXE07GSHzdsQBA,4
1002014,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,vIg46EDWRYjKEeCGcD91tg,SlSpryqL91enzQTEnIQ4yQ,5
1002015,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,z6TOKLUY_24C-Y5m9y_AWg,utRlrauZEOF_2kASsIoJ7A,4
1002016,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,W5ge3KL9j0sF4mmZlaos9Q,fKi8ZF3xpJJkgSusRubeMA,4
1002017,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,kGK1XfQWF6VsKCmOqi2wxg,LURC3E0DoXYgN9aYTF3XOg,4
1002018,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,TYumQ3gPrexPlanORe6HOQ,zUXTdPXno9-V_LVXOGa2sw,4
1002019,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",Edinburgh,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,kGTakL62avWoiV8SmBmY2g,VSQyBAZyifo1kxA-ChkP9Q,5
