,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,business_ref
28118,HkVVY_22ZVv_f2tD3G8NuA,"""The Living Room""",New Town,"""113-115 George Street""",Edinburgh,EDH,EH2 4JN,55.952572499999995,-3.2043102,3.5,44,0,American (Traditional);British;Restaurants,28118
28121,P_q9rwxm-O-8cQ3xiswHHg,"""Time 4 Thai""",New Town,"""45 N Castle Street, New Town""",Edinburgh,EDH,EH2 3BG,55.9530904,-3.2034722,4.0,24,1,Thai;Restaurants,28121
28144,4O-ImJTNhep4wLk8pGEaFA,"""Otro""",West End,"""22 Coates Crescent""",Edinburgh,EDH,EH3 7AF,55.947723134099995,-3.2137732838999997,3.5,3,1,Brasseries;Cocktail Bars;Wine Bars;Breakfast & Brunch;Restaurants;Bars;Local Flavor;Nightlife,28144
28217,aJvi4k0ndFlGBzSZzcbnTw,"""Valvona & Crolla Vincaffe""",New Town,"""Ground Floor & 1st Floor, 11 Multrees Walk""",Edinburgh,EDH,EH1 3DQ,55.9552975,-3.1909928,3.5,27,1,Food;Restaurants;Coffee & Tea;Delis;Beer;Wine & Spirits;Italian,28217
28367,xCeiBRuvqYXDXp9Vw7gmXw,"""WHISKI Rooms""",Old Town,"""4 - 7 North Bank Street""",Edinburgh,EDH,EH1 2LP,55.949923899999995,-3.1934221000000003,4.0,45,1,British;Restaurants;Beer;Wine & Spirits;Food,28367
28647,Fo4br1pWQ3RR79N-TdT7lw,"""SPATCH""",Old Town,"""3 Hunter Square""",Edinburgh,EDH,EH1 1QW,55.949746999999995,-3.188123,4.5,5,1,Chicken Shop;Restaurants,28647
28669,RaXras2GhbluJs68TSC3Bg,"""Tokyo Hibachi & Sushi""",,"""1132 N Court St""",Medina,OH,44256,41.1568265,-81.86189040000001,4.0,36,1,Sushi Bars;Restaurants;Japanese;Steakhouses,28669
28756,R-AYeBycnm3eVlQMifH2xg,"""The Leith Beer Co.""",Leith,"""58 The Shore""",Edinburgh,MLN,EH6 6RA,55.975513,-3.1701717,3.5,10,1,British;Restaurants;Bars;Nightlife;Pubs,28756
28831,kHWSO8fV0Mp-M3J-w1ma7A,"""Bella Italia""",Old Town,"""54-56 North Bridge""",Edinburgh,EDH,EH1 1SB,55.9504813,-3.188013,3.5,54,1,Pizza;Restaurants;Italian,28831
28862,AnvJqvwBOUlrYgrcubr0nw,"""Spice Lounge Kitchen""",,"""1 Craigmount View""",Edinburgh,EDH,EH12 8HG,55.9473795466,-3.2947826386,3.5,7,1,Indian;Restaurants,28862
28937,pfPC8ttNiiR5lGs51Um9jQ,"""Johnny J's Pub & Grille""",,"""925 N Court St""",Medina,OH,44256,41.150824801999995,-81.8644467325,3.0,20,1,Irish;Pubs;Restaurants;Bars;Nightlife;Sports Bars,28937
29029,uxku0zi-752oHDYmpSvFLA,"""Fleur de Sel""",New Town,"""61 Frederick Street""",Edinburgh,EDH,EH2 1LH,55.9540946,-3.2006919999999996,4.5,3,0,Food;Creperies;Restaurants;French;Desserts,29029
29083,fsxOD1FvhbldTNyLsB1plw,"""Miller & Carter Cramond Brig""",,"""Cramond Bridge Queensferry Road""",City of Edinburgh,EDH,EH4 6DY,55.9646549,-3.3170432,5.0,4,1,Steakhouses;Bars;Restaurants;Nightlife,29083
29106,xseXz32zjUSGaR46ku8Ixw,"""The Prince of India""",Haymarket,"""88 Haymarket Ter""",Edinburgh,EDH,EH12 5LQ,55.946110700000006,-3.2221897999999998,3.0,3,0,Restaurants;Indian,29106
29432,85Y24Itl548cCCVV2d8HxQ,"""Fishers In The City""",New Town,"""58 Thistle Street""",Edinburgh,EDH,EH2 1EN,55.9538411,-3.1993942000000004,4.0,64,1,Restaurants;Seafood,29432
29468,uT6lK4WSKCLrym6aYvuzQQ,"""Arby's""",,"""5081 Eastpointe Dr""",Medina,OH,44256,41.1372025,-81.7963447,4.0,5,1,Fast Food;Burgers;Restaurants;Sandwiches,29468
29485,4TdiGN4jufmrCxIGpLJBRw,"""Shebeen""",Haymarket,"""103 Dalry Rd""",Edinburgh,EDH,EH11 2AB,55.943673200000006,-3.2194172,5.0,9,1,African;Restaurants,29485
30020,tNUEKYfbwL0VBU-yfWQrUA,"""Good Year Chinese Restaurant""",Newington,"""62 Ratcliffe Terrace""",Edinburgh,EDH,EH9 1ST,55.933535600000006,-3.1779914000000002,3.5,6,1,Chinese;Restaurants,30020
30104,F3xksTtZUfanOcLQqJn0eQ,"""Saigon Saigon""",New Town,"""14 S St Andrew Street""",Edinburgh,EDH,EH2 2AZ,55.9533926,-3.1920547000000004,3.5,57,1,Restaurants;Chinese,30104
30219,n0uQJgo-eIZOYcmRNYnRwQ,"""Istanbul Kebabs""",,"""10 Guildhall Street, Town Centre, Dunfermline""",Edinburgh,EDH,KY12 7NS,56.070949554399995,-3.4614069462,3.5,3,1,Fast Food;Middle Eastern;Restaurants,30219
30250,8HBRdEnm99TUqwbuB7E6FA,"""Eatalia's""",Leith,"""1 Brunswick Place, Leith Walk, Edinburgh""",Edinburgh,EDH,EH7 5HP,55.961053,-3.180653,3.5,8,1,Fish & Chips;Pizza;Restaurants;Italian;Food Delivery Services;Food;Fast Food,30250
30524,5HKDECsUHjKr2T5ACwgM5w,"""Leith Walk""",Leith,"""""",Edinburgh,EDH,EH6,55.9667891559,-3.175054789,3.5,16,1,Pizza;Restaurants;Local Flavor,30524
30591,sFg6uGS04qyCOuAPeV1JgQ,"""Muffins Coffee House""",Leith,"""1 Montagu Terrace""",Edinburgh,EDH,EH3 5QX,55.9710966,-3.2086044,4.0,4,1,Restaurants;Food;Sandwiches;Coffee & Tea,30591
30597,LlzB_qRcpCY0lW-kx1P1Ig,"""Club Sandwich""",Cannonmills,"""132 Dundas Street""",Edinburgh,EDH,EH3 5DQ,55.9600259,-3.2007759,4.5,3,1,Restaurants;Fast Food,30597
30686,0HyuO5rOKeaa08TFzjIJIA,"""Nobles Café, Bar & Restaurant""",Leith,"""44a Constitution Street, Leith""",Edinburgh,EDH,EH6 6RS,55.9749,-3.167202,4.5,43,1,British;Nightlife;Arts & Entertainment;Gastropubs;Pubs;Music Venues;Restaurants;Bars;Scottish,30686
30865,WQbEmuiyz0csFGPo-5eBJg,"""Glass and Thompson""",New Town,"""2 Dundas Street""",Edinburgh,EDH,EH3 6QG,55.956,-3.1986,4.5,6,1,Restaurants;Delis;Food;Coffee & Tea;Delicatessen,30865
30922,JQNBYtMRJdItGH-K_X1YPg,"""Rudi's Sandwich Shop""",Old Town,"""44 Forrest Road""",Edinburgh,EDH,EH1 2QP,55.945339600000004,-3.191408,4.5,3,1,Sandwiches;Restaurants,30922
31258,_ktENpyAriCyBBrQaZIG7w,"""The Pompadour by Galvin""",West End,"""Waldorf Astoria - The Caledonian, Princes Street""",Edinburgh,EDH,EH1 2AB,55.949726,-3.207239,4.5,8,1,Scottish;Restaurants;French,31258
31390,t_COIFO2ZdAxQyhObR0ZwA,"""The Marshmallow Lady""",Cannonmills,"""14 Rodney Street""",Edinburgh,MLN,EH7 4EA,55.9624034554,-3.1960973161000004,4.5,8,1,Food;Cafes;Restaurants;Juice Bars & Smoothies,31390
31523,HS-ySrlsffvRL3dovrZACQ,"""Nor Loch Bar""",Old Town,"""Waverley Railway Station""",Edinburgh,EDH,EH1 1BB,55.951961499999996,-3.1899439999999997,2.5,10,1,Nightlife;Bars;Restaurants;Pubs;British,31523
31548,6gWulDUOrdrWLBmrLxgrJg,"""Mr Nick's Greek Kitchen""",Leith,"""Ocean Terminal Shopping Center, 98 Ocean Drive""",Edinburgh,EDH,EH6 6JJ,55.979530700000005,-3.1790757999999997,4.0,9,1,Restaurants;Greek,31548
31616,BKkEMsA1MsRyDge8uwqQqQ,"""Yours Truly Restaurants""",,"""3725 Medina Rd""",Medina,OH,44256,41.137422890799996,-81.8215456659,3.0,39,1,Restaurants;American (Traditional),31616
31783,e1wHSNTNt3YgGAtfBfss6w,"""Cafe Truva""",Royal Mile,"""Royal Mile, 251-253 Canongate""",Edinburgh,EDH,EH8 8BQ,55.951034899999996,-3.1825677000000003,3.0,19,1,Restaurants;Coffee & Tea;Mediterranean;Turkish;Food,31783
32101,r6Y6u1Jdv-YUZpLgDVfTEg,"""Café Fish""",Stockbridge,"""15 Northwest Circus Place""",Edinburgh,EDH,EH3 6SX,55.957384999999995,-3.2066541,3.0,7,0,Restaurants;Seafood,32101
32134,73oPWjPg6BgEuUJQMirV4A,"""Hadrian's Brasserie""",Old Town,"""N Bridge""",Edinburgh,EDH,EH1 1TR,55.9509249,-3.1884229,4.0,13,1,British;Restaurants,32134
32151,hP-OZ5NjUNePo8FMkODfZQ,"""Grassmarket Community Project""",Old Town,"""86 Candlemaker Row""",Edinburgh,EDH,EH1 2QA,55.947704978900006,-3.1940008663999997,4.5,5,1,Community Service/Non-Profit;Local Services;Restaurants;Local Flavor;Cafes,32151
32264,iqohprkBeSAWw5ZQw9DO9A,"""The Joyleaf Bistro""",,"""38 Easter Road""",Edinburgh,EDH,EH7 5RG,55.9581839,-3.1716669,4.0,3,0,Restaurants;Breakfast & Brunch;Food;Coffee & Tea,32264
32326,CKEX5rifnuo4JWe5L9ltsg,"""The Shanaz""",,"""194 Dalkeith Road""",Edinburgh,EDH,EH16 5DU,55.9334041,-3.1667088,4.5,3,1,Fast Food;Restaurants;Indian,32326
32577,LoyBOVYO5kYkse53h-B6mQ,"""Water of Leith Bistro""",Leith,"""52 Coburg Street""",Edinburgh,EDH,EH6 6HJ,55.9758177,-3.1775088,4.0,9,0,Restaurants;French,32577
32586,EktALNXpjRIpaiR-cUJ-_g,"""Antojito Cantina""",Old Town,"""1 Bristo square""",Edinburgh,EDH,EH8 9AL,55.945930508900005,-3.1896792136000003,3.5,3,1,Restaurants;Mexican,32586
32592,yDbT5Tks4oLOwVhGUcOD8g,"""Lazeez Tandoori""",Haymarket,"""191 Dalry Road""",Edinburgh,EDH,EH11 2EB,55.9421946,-3.22182,4.0,7,1,Fast Food;Halal;Restaurants,32592
32610,9uKRAm1UR26zpt0JATMvtg,"""Crazy Ivans""",,"""426 S Court St""",Medina,OH,44256,41.134425,-81.8639337,4.5,11,0,Food;Ethnic Food;Mediterranean;Specialty Food;Restaurants,32610
32611,Ud6M1VKg9tkAnsznVBAKgw,"""Dean Gallery Café""",West End,"""73 Belford Road""",Edinburgh,EDH,EH4 3DS,55.9518318176,-3.2241990566000003,4.5,6,1,Sandwiches;Food;Desserts;Restaurants;Cafes;Coffee & Tea,32611
32945,sgawLt-htNEwUh8Wmp3hHQ,"""Joseph Pearce""",New Town,"""23 Elm Row""",Edinburgh,EDH,EH7 4AA,55.95904029999999,-3.1832432999999996,4.0,41,1,Restaurants;Breakfast & Brunch;Pubs;Nightlife;Coffee & Tea;Bars;Scandinavian;Food;Gastropubs,32945
33250,XrOmn4si9IIQig3Yz1X-mw,"""Cafe Cassis""",Newington,"""43-45 Salisbury Road""",Edinburgh,EDH,EH16 5AA,55.9382135,-3.1759306,4.5,7,1,Mediterranean;Cafes;Food;Coffee & Tea;British;Restaurants;French,33250
33262,oAsjdHwXgKtK-NU_JEYuPg,"""Serrano Manchego""",Leith,"""297 Leith Walk""",Edinburgh,MLN,EH6 8SA,55.964986399999994,-3.1763666,4.0,17,1,Tapas Bars;Restaurants,33262
33287,08DR3TTBG_GxvAtctXxmug,"""Pierinos Take Away Food Shops""",Leith,"""11 Bernard Street""",Edinburgh,EDH,EH6 6PW,55.9753329745,-3.1670990714,3.5,6,1,Fast Food;Restaurants,33287
33319,bD_8pk39e_m1JhUBkIjuPg,"""Broughton Delicatessen and Café""",New Town,"""7 Barony Street""",Edinburgh,EDH,EH3 6PD,55.958000183100005,-3.1905329226999997,4.0,33,1,Breakfast & Brunch;Delis;Restaurants,33319
33621,weF3Gq2L0bBilTE0ELIhMA,"""Lazy Lohan's""",Royal Mile,"""158 Canongate""",Edinburgh,EDH,EH8 8DD,55.95153979999999,-3.1786567999999997,4.5,7,0,Modern European;Restaurants,33621
33643,FTspPrLTqUnkkEBked_syg,"""On Tap Medina""",,"""2905 Medina Rd""",Medina,OH,44256,41.1369619,-81.792187,2.5,22,0,American (Traditional);Restaurants,33643
33686,Cbl-gUIpyCZEkZEwVxprvQ,"""Zazou Cruises""",,"""Ogilivie Terrace, Harrison Park""",Edinburgh,EDH,EH11,55.9330967168,-3.2276844978,4.5,3,0,Restaurants;Cafes;Food,33686
33763,18DgI5IfaAo2hmu2gs8WxQ,"""Spirit of Thai""",Old Town,"""44 Grindlay Street""",Edinburgh,EDH,EH3 9AP,55.9468042,-3.2051632000000003,4.5,15,1,Restaurants;Thai;Bars;Nightlife,33763
33898,ORloM7z9R9eh-G-an5DQLA,"""Michelle's Place""",,"""144 N Court St""",Medina,OH,44256,41.1404321,-81.8636042,2.5,12,1,American (Traditional);Sandwiches;Restaurants;Breakfast & Brunch;Food;American (New);Desserts,33898
33976,c1nJuV2wxnfcZLgxxqa_Aw,"""Frankie & Benny's""",Old Town,"""130 High Street, Royal Mile""",Edinburgh,EDH,EH1 1SG,55.950112100000005,-3.1880181,2.0,6,1,Restaurants;Bars;Italian;Nightlife;Pizza,33976
34075,OoCe0mnCGK2SW4N8fnx9NQ,"""Jackson Restaurant""",Old Town,"""209-213 High Street""",Edinburgh,EDH,EH1 1PE,55.9502659,-3.188739,2.0,4,0,Restaurants;British,34075
34695,HV63uIMuUEcta9uMpJgMgw,"""Zizzi""",West End,"""Edinburgh Quay, Fountain Bridge Road""",Edinburgh,EDH,EH3 9RU,55.9423261,-3.212368,3.5,15,1,Restaurants;Italian,34695
34781,XUmgV6QzBzVg8pBzeOHalg,"""Buckstone Pub & Kitchen""",,"""Braid Hills Hotel, 134 Braid Road""",Edinburgh,EDH,EH10 6JD,55.917142000000005,-3.2131659,3.0,4,1,Scottish;Cafes;Restaurants,34781
34836,y6LDbw9f7KCDYRt0oLleUg,"""Dolphin Fish Bar""",Leith,"""36 North Junction Street""",Edinburgh,EDH,EH6 6HP,55.976437,-3.1792979999999997,5.0,3,1,Restaurants;Fish & Chips,34836
34876,VdBpfLna-sn83cdKmSkxOg,"""Usquabae""",New Town,"""2-4 Hope Street""",Edinburgh,EDH,EH2 4DB,55.950472,-3.20817,4.5,19,1,Bars;Restaurants;Scottish;Nightlife,34876
34901,6lcRVoeg4hiy52_sj3H4HA,"""Clerk's Bar""",Newington,"""74/78 South Clerk Street""",Edinburgh,MLN,EH8 9PT,55.9396812,-3.1800832000000003,4.0,23,1,Bars;American (New);Restaurants;Pubs;Barbeque;Nightlife,34901
35009,Sqwa2aNwnqCmc95gVWQ9bA,"""Brass Monkey""",Newington,"""14 Drummond Street""",Edinburgh,EDH,EH8 9TU,55.94729770000001,-3.1852915,4.0,96,1,Bars;Pubs;Sandwiches;Restaurants;Lounges;Nightlife,35009
35114,VecnSuJm8sD83LWJ_KqAtg,"""The Gurkha""",,"""128 Morningside Road""",Edinburgh,EDH,EH10 4BX,55.930875,-3.210086,4.0,16,1,Restaurants;Himalayan/Nepalese,35114
35165,sqHb7QdFxi7p1ToLK5x22Q,"""Wok & Wine""",New Town,"""57A Frederick Street""",Edinburgh,EDH,EH2 1LH,55.9540946,-3.2006919999999996,4.0,7,0,Chinese;Restaurants,35165
35232,OZKo0tpRrgYoLw5mzKmX-Q,"""Le Mouton Noir""",Bruntsfield,"""3-5 Viewforth""",Edinburgh,EDH,EH10 4JD,55.9368944,-3.2082441000000004,4.5,10,0,Restaurants;French,35232
35888,TP7Ag-QrM5rNv4rmpDCtoA,"""Bar Kohl""",Old Town,"""54 George IV Bridge, Old Town""",Edinburgh,EDH,EH1 1EJ,55.9479725,-3.1917892999999995,4.0,63,0,Lounges;Cocktail Bars;Nightlife;Burgers;Restaurants;Pubs;Bars,35888
35979,IYdv6RxSiqz2XMsqkiTmPQ,"""Word of Mouth""",Leith,"""3A Albert Street""",Edinburgh,EDH,EH7 5HL,55.9625098733,-3.1784391402999996,4.0,47,1,Restaurants;Sandwiches;Coffee & Tea;Breakfast & Brunch;Food,35979
36082,DnOzqKKHb-4hCxZQqnPdFg,"""Bonnington Brunch""",Leith,"""280 Bonnington Road""",Edinburgh,MLN,EH6 5BE,55.969091799999994,-3.1844272,3.5,5,1,Food;Restaurants;Breakfast & Brunch;Fast Food;Coffee & Tea,36082
36126,BZ_j2EpBANxiNA1cBr-b6Q,"""Zest""",New Town,"""15 North ST Andrew Street""",Edinburgh,EDH,EH2 1HJ,55.9556486,-3.1925673,4.5,15,1,Indian;Pakistani;Restaurants,36126
36141,nkbMoTmAZXxQ0Nxk9uEmdg,"""Café Truva""",Old Town,"""46 Lady Lawson Street""",Edinburgh,EDH,EH3 9DW,55.94577170000001,-3.2007207,3.5,5,1,Restaurants;Turkish,36141
36418,RNPGfp-6azR4v8yepzpDVA,"""The Whistle Stop Barber Shop""",Old Town,"""66-67 South Bridge""",Edinburgh,EDH,EH1 1LS,55.947300024899995,-3.1859789422,4.0,18,1,Cocktail Bars;Restaurants;Burgers;Diners;Nightlife;Bars,36418
36506,9S_7F5xDS3aStqZFXqB5oA,"""Rudi's Delicatessens""",Old Town,"""30 Forrest Road""",Edinburgh,EDH,EH1 2QN,55.945515799999995,-3.1910051,3.5,10,1,Coffee & Tea;Food;Restaurants;Delis,36506
36591,NiRodyJDiFTYonB2cmYhtA,"""Ally's Cafe""",,"""17 Cadzow Place""",Edinburgh,EDH,EH7 5SN,55.95714649999999,-3.168304,2.5,3,1,Fast Food;Restaurants,36591
36634,-Mrg_QlG-S_PjfRNEs3COA,"""Rollo""",New Town,"""14 Broughton Street""",Edinburgh,EDH,EH1 3RH,55.957264376800005,-3.1881135606,4.5,7,1,Wine Bars;Nightlife;Restaurants;Bars;British,36634
36652,6yCMBhiMwC78EajSWSnfzg,"""Steve's Dakota Grill""",,"""2809 Pearl Rd""",Medina,OH,44256,41.1982926054,-81.8417114046,3.5,20,0,American (New);Restaurants;American (Traditional),36652
36994,YHbdVUyCZpxduhVNhgasxw,"""Deli Polonia""",Leith,"""235 - 241 Leith Walk""",Edinburgh,EDH,EH6 8NY,55.9664517,-3.1750884999999998,4.0,10,0,Delis;Polish;Restaurants,36994
37206,8uFodG169kANayIzkd49mw,"""Shilla""",New Town,"""13B Dundas St""",Edinburgh,EDH,EH3 6OG,55.9565126,-3.1986027000000004,3.5,25,0,Restaurants;Food;Korean,37206
37233,KtUuxN2gZXeC7WpJ_w9hNg,"""Vittoria Restaurant""",Leith,"""113 Brunswick Street""",Edinburgh,EDH,EH7 5HR,55.961075,-3.1807060000000003,4.0,40,1,Italian;Restaurants,37233
37325,KUqbu6uqwrzUvKt5BWaWyw,"""Peckham's""",Bruntsfield,"""155-159 Bruntsfield Place""",Edinburgh,EDH,EH10 4DG,55.93595799999999,-3.2091111,4.0,6,0,Delis;Restaurants;Food;Beer;Wine & Spirits;Shopping;Specialty Food,37325
37434,Ysu_oPTdpbfHSONK1Gswbg,"""The Constitution""",Leith,"""48-52 Constitution Street, Leith""",Edinburgh,EDH,EH6 6RS,55.975009918199994,-3.1671628951999997,3.0,14,1,Gastropubs;Bars;Nightlife;Restaurants,37434
37760,F6eEu0qhYpS99e1ag3q0Bw,"""Braw Burgers And Pizza""",Newington,"""54A Clerk Street""",Edinburgh,EDH,EH8 9JQ,55.9420290385,-3.18180743,5.0,3,1,Burgers;Restaurants;Pizza,37760
37982,sjbJWl2dMzFhcipaC1czAA,"""Blackcherry Cafe""",Grassmarket,"""29 Grassmarket""",Edinburgh,EDH,EH1 2HS,55.9470006,-3.1971435,4.0,4,0,Modern European;Restaurants,37982
38050,xncnCYn-IuUGQb2AjTRDpw,"""1780""",New Town,"""167 Rose Street""",Edinburgh,EDH,EH2 4AT,55.9515007,-3.2051496,3.5,16,1,Scottish;Nightlife;Pubs;Bars;Restaurants,38050
38064,nOPfYYy_Wxi4Lyt2xfvJzQ,"""Joey's South Side Burgers""",,"""249 Lafayette Rd""",Medina,OH,44256,41.1340092,-81.86781529999999,3.0,6,0,Burgers;Restaurants,38064
38074,RmckhsCyWhBZaQs6HnT6sA,"""MP's Bistro""",,"""15 Calton Hill""",Edinburgh,EDH,EH1 3BJ,55.954297564499996,-3.1861846233999995,3.0,3,1,Restaurants;Scottish,38074
38122,MeTXcF5eTA4jEIviEZZsJg,"""C-Shack""",Leith,"""3 Pier Place""",Edinburgh,MLN,EH6 4LP,55.98076379999999,-3.1953825,5.0,4,0,Restaurants;Seafood,38122
38168,GaymsFE7jVr9PtLwYRYiAA,"""Shezan Indian Cuisine""",New Town,"""25 Union Place""",Edinburgh,EDH,EH1 3NQ,55.957477000000004,-3.1854869999999997,4.0,24,1,Restaurants;Pakistani;Indian,38168
38175,VscuHpnIHLNbm6kjY4z_Aw,"""Double Dutch""",Newington,"""27 Marshall Street, Newington""",Edinburgh,EDH,EH8 9BJ,55.94591,-3.186607,3.0,10,0,Mediterranean;British;Coffee & Tea;Restaurants;Food,38175
38236,2dhL4gSNh-HQks3mQCceAA,"""Black Dutch Cafe Bar""",Leith,"""91 Montgomery Street""",Edinburgh,EDH,EH7 5,55.959546100000004,-3.1787037000000002,4.5,3,0,Food;Fast Food;Restaurants;Bars;Wine Bars;Nightlife;Coffee & Tea,38236
38266,EP5939DmEgqLd9DDNEh5lg,"""In Touch""",Leith,"""8 Inverleith Gardens""",Edinburgh,EDH,EH3 5PU,55.971024467,-3.2100605680000003,3.0,4,1,Indian;Restaurants,38266
38344,WGx8xzim-5whlePsNP8YZQ,"""Bob Evans""",,"""4904 Grande Blvd""",Medina,OH,44256,41.1640463828,-81.8628966808,2.0,8,1,Hotels & Travel;Salad;American (Traditional);Breakfast & Brunch;Comfort Food;Bed & Breakfast;Restaurants,38344
38598,gtx0OZnN98YXAASyMzv3hw,"""Three Birds""",Bruntsfield,"""3 Viewforth""",Edinburgh,EDH,EH10 4JD,55.9368492537,-3.2080509393,4.5,33,1,Restaurants;Scottish;British,38598
38857,4_dq9EMxFj5LjGoazLqziw,"""Blue Bar Cafe""",Old Town,"""10 Cambridge Street""",Edinburgh,EDH,EH1 2ED,55.9478954,-3.2049925999999997,4.0,4,0,Restaurants;Food;Coffee & Tea,38857
38928,0MVFN6z4GyPgFpGjJY-sew,"""Seadogs""",New Town,"""43 Rose Street, New Town""",Edinburgh,EDH,EH2 2NH,55.9525469,-3.1990746,4.0,23,0,Restaurants;Seafood,38928
38939,S5OyMT8iK7QzVKZPtI2k1g,"""Girves Brown Derby""",,"""5051 Eastpointe Dr""",Medina,OH,44256,41.1376365,-81.79616690000002,3.5,47,1,Bars;Nightlife;Steakhouses;Restaurants;Wine Bars,38939
38944,mGKTW-7gzONiBvrsAEU0zQ,"""Khartoum Cafe""",Bruntsfield,"""6 Gillespie Place, Bruntsfield""",Edinburgh,EDH,EH10 4HS,55.940772499999994,-3.2036403,4.5,13,1,Fast Food;African;Restaurants,38944
38994,5N-oXllcA4j9_YORwKtrgg,"""Kezban""",Leith,"""9-10 Commercial Street""",Edinburgh,EDH,EH6 6JA,55.9765030409,-3.1713978707,4.5,3,1,Barbeque;Restaurants;Turkish;Mediterranean,38994
39138,NUxBJyzYCkBpcq-7Gmdf5g,"""Oloroso Restaurant""",New Town,"""33 Castle Street""",Edinburgh,EDH,EH2 3DN,55.9522221,-3.2031324,4.0,27,0,Restaurants;Food;Wineries;Arts & Entertainment;British,39138
39151,jeMMo-cVbaG1iRtN5xrotg,"""McDonald's""",,"""1-17 Glasgow Road""",Edinburgh,EDH,EH12 8HW,55.9422495974,-3.2935970560000003,3.0,7,1,American (Traditional);Restaurants;Fast Food,39151
39235,W7ja3Nkuv1kmPdCJ-0k0LQ,"""Project Sushi""",,"""3579 Medina Rd""",Medina,OH,44256,41.136972,-81.815725,4.5,56,1,Sushi Bars;Restaurants,39235
39324,g38pY1WD5dbmEuv0Bkx8QQ,"""Empires""",Royal Mile,"""24 St Marys Street""",Edinburgh,EDH,EH1 1SU,55.9503782,-3.1836019,4.0,21,1,Specialty Food;Turkish;Food;Ethnic Food;Imported Food;Restaurants,39324
39487,HwtL9MS8alHmEOZiJGOgHw,"""Footlights Bar & Grill""",Old Town,"""7-11 Spittal Street""",Edinburgh,EDH,EH3 9DY,55.94604720000001,-3.2035446,3.0,14,1,Arts & Entertainment;Pubs;Music Venues;Bars;Scottish;Sports Bars;Nightlife;Comedy Clubs;Restaurants,39487
39534,YFZtDqYdz00E1RlI_Vo89w,"""The Khukuri""",West End,"""8 West Maitland Street""",Edinburgh,EDH,EH12 5DS,55.9465581,-3.2157661,4.5,11,1,Restaurants;Indian;Himalayan/Nepalese,39534
39570,uNCooWDaIw-fd_fMYQ90Lg,"""Old Penang""",Old Town,"""21 Dalziel Pl""",Edinburgh,EDH,EH7 5TP,55.955735293400004,-3.1740188599,4.5,6,0,Restaurants;Thai,39570
39775,GdzCnx5OWURyklzTjaQIPw,"""Kama Sutra""",Newington,"""16 Drummond Street""",Edinburgh,EDH,EH8 9TX,55.947355,-3.185124,4.5,15,1,Restaurants;Indian,39775
39813,a3ZkIkz4npePbrN3uEiFEg,"""Bonningtons Eaterie""",Newington,"""75 Clerk Street""",Edinburgh,EDH,EH8 9JG,55.9415735,-3.1818185000000003,4.0,15,1,Soup;Sandwiches;Food;Restaurants;Coffee & Tea;Delis,39813
40018,12RcitsYkySmzeNavoNP0A,"""Lan Thai""",Leith,"""232 Leith Walk""",Edinburgh,EDH,EH6 5EQ,55.966691299999994,-3.1751134,3.0,5,0,Fast Food;Thai;Restaurants,40018
40350,MRjwwk0J6ZBfOSYTtWGu3g,"""Loch Fyne""",Leith,"""25 Pier Place""",Edinburgh,EDH,EH6 4LP,55.9810299129,-3.1935425302,4.0,28,1,Seafood;Restaurants,40350
40462,ZNcX99W6jwmbve8ERxVfmw,"""Teviot Library Bar & Underground""",,"""13 Bristo Square""",Edinburgh,EDH,EH8 9AJ,55.9448983,-3.1886315,4.0,17,1,Sports Bars;Fast Food;Restaurants;American (Traditional);Music Venues;Arts & Entertainment;Bars;Nightlife,40462
40475,JJA4IM8aiDtnkfNeXOIW0A,"""Oasis Grill Restaurant""",,"""930 W Liberty St""",Medina,OH,44256,41.144334,-81.889972,4.0,3,0,Barbeque;Restaurants;American (Traditional);Diners,40475
40539,PjSCDlb8ZOk_X9sjsUFHDg,"""The Printing Press Bar & Kitchen""",New Town,"""21-25 George Street""",Edinburgh,EDH,EH2 2PB,55.9541639,-3.1963378,3.5,9,1,Scottish;Restaurants;British,40539
40545,7Oi6eT_-h_9JlMqRsEdt3A,"""The Filling Station""",Old Town,"""235 High Street, Old Town""",Edinburgh,EDH,EH1 1PE,55.94995600000001,-3.1891812,3.0,62,1,American (Traditional);Restaurants;Fast Food,40545
40754,I1j1kEbQ5BliKsjzl5etVA,"""The King's Wark""",Leith,"""36 The Shore""",Edinburgh,EDH,EH6 6QU,55.9761758442,-3.1695805530000003,4.0,61,1,Bars;Nightlife;Gastropubs;British;Restaurants;Breakfast & Brunch;Pubs,40754
40838,oXTYoA4MP0GYzJn_JfChRA,"""Chiang Mai""",Haymarket,"""15 Dalry Road""",Edinburgh,EDH,EH11 2BQ,55.945403299999995,-3.2170859,3.0,7,0,Thai;Restaurants,40838
40887,xYeEPSl57Dq9KFg8Su6XxA,"""Scott's Deli""",Bruntsfield,"""10 Gillespie Place""",Edinburgh,EDH,EH10 4HS,55.940561100000004,-3.2039554,4.0,8,0,Restaurants;Delis,40887
41041,fagmJeecurJfXGAxbgMv8Q,"""The Cholas""",Newington,"""63 Clerk Street""",Edinburgh,EDH,EH8 9JQ,55.941864699999996,-3.1821734,4.0,17,0,Indian;Restaurants,41041
